Incident_ID,Source,Call_ID,Transcript,Extracted_Event,Location,Timestamp,Sentiment,Urgency_Score,Severity
INC_179,audio,C179,"– In Jan. 2012 a woman entered a Willowick (Ohio) McDonalds, held the manger hostage, and was later shot by police, but survived. The manager dialed 911 to report the incident, and the phone line was open during the entire incident.",Shooting,"Willowick, Ohio",1/12,Distressed,0.61,High
INC_180,audio,C180,"– In Jan. 2012 dozens of cars crashed into each other along I-75 near Gainesville (Fla.), prompting some motorists to dial 911, even as the collisions continued.",Road accident,"Florida, Gainesville, Fla.",1/12,Distressed,0.7,Medium
INC_181,audio,C181,- In Feb. 2012 a Greensboro (NC) man shot at officers who responded to investigate his behavior after a 911 call from a friend reported he was acting bizarrely. Police safely took the man into custody 15 hours later.,Shooting,"North Carolina, Greensboro, NC",2/12,Distressed,0.6,Medium
INC_182,audio,C182,"– In Feb. 2012 three patrons of a Naperville (Ill.) bar were stabbed, and one died. Several patrons in the Frankie’s Blue Room bar dialed 911. Shaun Wild was fatally wounded, and two other patrons survived.",Assault / violence,"Illinois, Naperville, Ill., the Frankie’s Blue Room bar",2/12,Distressed,0.69,High
INC_183,audio,C183,"– In Feb. 2012 a burglar broke into a Oakland Park (Fla.) home while the occupants were home. A 14 year-old dialed 911 for help while the family hid. Police arrived, rescued the family and then used a canine unit to find the burglar inside.",Unknown incident,"Florida, Oakland Park, Fla.",2/12,Distressed,0.61,Medium
INC_184,audio,C184,"– In Feb. 2012 a male call the non-emergency number for the Sarasota County (Fla.) sheriff and told a dispatcher he had murdered his parents, had a bomb and was suicidal. He also gave a name and cellular telephone number. Deputies learned the all the information was false—except the cellular number and name.",Murder / homicide,"Florida, the Sarasota County, Fla.",2/12,Distressed,0.64,High
INC_185,audio,C185,"– In Feb. 2012 Brad Morgan dialed 911 from a Portland (Ore.) building to say he’d just robbed someone at knifepoint, had a gun and was suicidal. The dispatcher talked to him for 20 minutes until officers found him. He hung up, and was later shot after brandishing a replica firearm at officers.",Shooting,"Oregon, Portland, Ore.",2/12,Distressed,1.0,High
INC_186,audio,C186,"– In March 2012 a burglary suspect encountered the occupants of a Springville (Utah) home, and the homeowner shot and killed the man. The female occupant dialed 911 for help.",Shooting,"Springville, Utah",3/12,Distressed,0.94,Medium
INC_187,audio,C187,"– In March 2012 a burglar tried to gain entry to a Harper Woods (Mich.) home, but there were 3 children inside because of a half-day of school. A 10 year-old girl dialed 911 for help and reached 17-year veteran dispatcher Barb Skalba. Police arrived within 3½ minutes and apprehended two teens running from the house.",Unknown incident,"Michigan, Mich.",3/12,Distressed,0.63,Medium
INC_188,audio,C188,"– In March 2012 a 5 year-old Akron (Ohio) boy dialed 911 after his mother overdosed on heroin and was unconscious for several hours. In the meantime, the boy had to take care of his 2 year-old brother, and was concerned that he hadn’t properly prepared the baby’s formula.",Road accident,Ohio,3/12,Distressed,0.62,Medium
INC_189,audio,C189,"– In March 2012 a Hillsborough County (Fla.) man dialed 911 to report he had shot his ill wife, saying he couldn’t stand to see her suffer. Randall Willis was arrested for 2nd-degree murder.",Murder / homicide,"Florida, Hillsborough County, Fla.",3/12,Distressed,0.84,High
INC_190,audio,C190,"– In March 2012 a man entered a Muskogee (Okla.) Walmart, went to the rear sporting goods section, grabbed a long-rifle and tried to load it. Several people dialed 911 for help. The guns had trigger locks and the man was arrested by arriving officers.",Shooting,"Oklahoma, Muskogee, Okla.",3/12,Distressed,0.74,High
INC_191,audio,C191,"– In March 2012 a Tulsa (Okla.) man wanted for questioning in the death of his girlfriend broke into an occupied home two days later and confronted the elderly couple. The couple’s son arrived at the home, saw the suspect talking to his parents, and then dialed 911. Police arrived, shot and killed the Phillip Doll. Investigators have no explanation of why he picked the home or his motive for being there.",Murder / homicide,"Oklahoma, Tulsa, Okla.",3/12,Distressed,0.82,High
INC_192,audio,C192,"– In March 2012 two small planes collided in the skies over Longmont (Colo.), and both then crashed. Two men in one plan were killed, but a woman flying the second airplane survived. The two separate crash scenes generated separate 911 calls.",Road accident,"Colorado, Longmont, Colo.",3/12,Distressed,0.7,Medium
INC_193,audio,C193,"– In March 2012 two small planes collided in the skies over Longmont (Colo.), and both then crashed. Two men in one plan were killed, but a woman flying the second airplane survived. The two separate crash scenes generated separate 911 calls.",Road accident,"Colorado, Longmont, Colo.",3/12,Distressed,0.7,Medium
INC_194,audio,C194,"– In March 2012 a Cleveland (Ohio) woman dialed 911 to say she saw a man and child profiled in an Amber Alert. The child had been taken about 24 hours earlier by someone known to the family, but the motive for the abduction is unclear. Police arrived during the 911 call and recovered the 4 year-old child and arrested the man.",Kidnapping / missing,"Cleveland, Ohio",3/12,Distressed,0.49,Medium
INC_195,audio,C195,"– In March 2012 a big-rig crashed into a stopped van on I-94 near Raymond (Wisc.), killing one man and injuring several others. Six people dialed 911 to report the incident.",Road accident,"Wisconsin, Raymond (Wisc",3/12,Distressed,0.7,Medium
INC_196,audio,C196,"– In March 2012 a big-rig crashed into a stopped van on I-94 near Raymond (Wisc.), killing one man and injuring several others. Six people dialed 911 to report the incident.",Road accident,"Wisconsin, Raymond (Wisc",3/12,Distressed,0.7,Medium
INC_197,audio,C197,"– In March 2012 a big-rig crashed into a stopped van on I-94 near Raymond (Wisc.), killing one man and injuring several others. Six people dialed 911 to report the incident.",Road accident,"Wisconsin, Raymond (Wisc",3/12,Distressed,0.7,Medium
INC_198,audio,C198,"– In March 2012 a 15 year-old dialed 911 in Oxford (Iowa) to report he was in a car being driven by his drunken mother, and wanted police to intervene. Lori Anne Becicka was audible in the background of the call. She eventually pulled over into a parking lot where a Johnson County sheriff’s deputy was parked, and was arrested (.235 BA).",Road accident,"Oxford, Iowa, Johnson County",3/12,Distressed,0.49,Medium
INC_199,audio,C199,"– In April 2012 a 15 year-old autistic boy in Magna (Utah) took his father’s gun and bullet-resistant vest and left the house as his mother dialed 911 for police. The boy fired at arriving officers, and about 30 minutes later was shot and killed by officers as he fired at them.",Shooting,"Magna, Utah",3/12,Distressed,1.0,High
INC_200,audio,C200,"– In April 2012 a man entered the Grays Harbor (Wash.) courthouse, stabbed a judge and shot a correctional officer before escaping. Two people dialed 911 for help from the courthouse.",Shooting,"Washington, the Grays Harbor, Wash.",3/12,Distressed,0.74,High
INC_201,audio,C201,"– In April 2012 a 19 year-old Livonia (Mich.) man killed his ex-girlfriend’s then-boyfriend, then fatally shot himself. Desiree Staperfene dialed 911 to report the incident, not realizing that Brian White had also killed her mother in another room. White held Staperfene hostage after killing her boyfriend, and then shot himself.",Murder / homicide,"Michigan, Livonia, Mich.",3/12,Distressed,0.81,High
INC_202,audio,C202,"– In April 2012 a suicidal man was being pursued by police when he dialed 911 and reached Allegan County (Mich.) Central Dispatch dispatcher Tammy Gane, who was able to convince the man to pull over. At one point the man was driving 80 mph.",Unknown incident,"Michigan, Allegan County, Mich.",3/12,Calm,0.14,Low
INC_203,audio,C203,"– In April 2012 a man in Sunset Beach (NC) dialed 911 to report, his ex-wife had shot herself. Brandon Tysinger said he arrived to drop off his 4 year-old daughter, heard a shot and ran inside to find his ex-wife injured.",Shooting,"North Carolina, Sunset Beach, NC",3/12,Distressed,0.62,Medium
INC_204,audio,C204,– In April 2012 a Mason County (Wash.) man dialed 911 to say he fatally shot his wife in a mercy killing. Christopher Thorson dialed 911 and talked to a dispatcher for 8 minutes until officers arrived. He later admitted that he shot his wife after an argument.,Murder / homicide,"Washington, Mason County, Wash.",3/12,Distressed,0.82,High
INC_205,audio,C205,– In April 2012 a judge ordered the release of the logging tape of a 911 call made by a Chicago woman who discovered he family members had been murdered. William Balfour is charged with the murder of singer Jennifer Hudson’s mother and two others.,Murder / homicide,"Illinois, Chicago",3/12,Distressed,0.82,High
INC_206,audio,C206,"– In May 2012 a 27 year-old man shot his mother, father and brother in Dalton (Geo.), then fled. The mother was able to walk to a neighbor’s house, where the resident dialed 911. The father and son were killed. Also listen to an earlier",Murder / homicide,Georgia,5/12,Distressed,0.81,High
INC_207,audio,C207,"– In May 2012 a man shot and killed his ex-girlfriend in Jessup (Iowa), and then fatally shot himself. Just as the suspect drove to the woman’s house, her then-boyfriend dialed 911 to report the incident, and described what was happening. Gunshots are audible on the logging tape.",Murder / homicide,"Jessup, Iowa",5/12,Distressed,0.93,High
INC_208,audio,C208,– In Sept. 2010 a 14 year-old boy was caught in gunfire during a dispute in Jacksonville (Fla.). In May 2012 the judge released the logging tape of a 911 call made in response to the incident.,Murder / homicide,"Florida, Jacksonville, Fla.",9/10,Distressed,0.94,High
INC_209,audio,C209,– In May 2012 a woman and her two toddler children died in an apartment fire. The woman’s mother managed to escape the fire in Midwest City (Okla.) and dial 911 for help.,Building fire / trapped persons,"Oklahoma, Midwest City, Okla.",5/12,Distressed,1.0,High
INC_210,audio,C210,"– In May 2012 a 22 year-old man allegedly beat his father to death during a psychotic episode, and then fled. Aaron Ramsey’s mother arrived home shortly after and discovered her husband’s body, and dialed 911.",Murder / homicide,Connecticut,5/12,Distressed,0.68,High
INC_211,audio,C211,"– In May 2012 a man in Gilbert (Ariz.) shot and killed his girlfriend Lisa Mederos, her 23 year-old daughter, the daughter’s 15 month-old daughter, and the daughter’s boyfriend. Mederos’ 19 year-old daughter was unhurt and dialed 911 from inside the house to report the incident. A",Murder / homicide,"Arizona, Ariz.",5/12,Distressed,0.81,High
INC_212,audio,C212,"– In March 2012 a man in Todd (NC) shot and killed his roommate. Thomas Laing dialed 911 and talked to a Watauga County sheriff’s dispatcher for about 15 minutes, saying the roommate was violent and trying to break into the house where they both lived.",Murder / homicide,"North Carolina, Watauga County",3/12,Distressed,0.82,High
INC_213,audio,C213,"– In March 2012 a man shot and killed the manager of a DeLand (Fla.) restaurant, his girlfriend and then himself. A co-worker found the manager and dialed 911. The suspect was a former restaurant employee who later held his pregnant girlfriend hostage. When police stormed the apartment, they found the couple dead.",Murder / homicide,"Florida, DeLand, Fla.",3/12,Distressed,0.94,High
INC_214,audio,C214,"– In May 2012 an Ottawa (Canada) man dialed 911 after his apartment house neighbors broke in and assaulted him. During  the 13-minute call the calltaker struggled to obtain information from him. When police arrived, one of the suspects claimed the man had sexually assaulted her, so police arrested Marian Andrzejewski, 74 years-old. Police released him without charges 75 days later, and said the 911 call was not handled properly.",Assault / violence,"Ottawa, Canada",5/12,Distressed,0.4,Medium
INC_215,audio,C215,"– In May 2012 a Port St. John (Fla.) mother shot and killed her 17 year-old daughter, and her three other teenage children fled the house and went to a neighbor’s home. The neighbor dialed 911, but was confused over what occurred—was the mom the shooter or was one of the children armed? The neighbor didn’t let the children inside, and they returned home where Tonya Thomas shot and killed the other three children who returned home. Brevard County deputies arrived shortly after Thomas killed herself.",Murder / homicide,"Florida, Port St., Fla., Brevard County",5/12,Distressed,0.93,High
INC_216,audio,C216,– In Oct. 2010 a Bucks County (Penn.) woman dialed 911 and reported she had shot her husband. Dorleen Burklund was on the phone with a dispatcher for 10 minutes as deputies responded. She was convicted in May 2012 and the logging tape of the call was released.,Murder / homicide,"Pennsylvania, Bucks County",10/12,Distressed,0.82,High
INC_217,audio,C217,"– In May 2012 a Winter Haven (Fla.) man heard pounding on his door at 3:55 a.m., and opened the door to find a man forcing his way inside. After a short stand-off, the homeowner fatally shot the man as the intruder was advancing. The Polk County sheriff says the shooting was justified.",Shooting,"Florida, Winter Haven, Fla., Polk County",5/12,Calm,0.59,High
INC_218,audio,C218,"– In June 2012 a man entered a Seattle coffee shop, shot five people and killed four. He left, later carjacked a vehicle and fatally shot the driver. Hours later Ian Stawicki was spotted by an officer, and when cover units moved in to make an arrest, he fatally shot himself. Listen to the logging tapes: 911 from the",Shooting,"Washington, Seattle",6/12,Distressed,0.82,High
INC_219,audio,C219,"– In June 2012 a Miami (Fla.) man attacked another man on the street, stripping the man naked and eating the flesh off his face. Rudy Eugene was shot and killed by an arriving police officer, and victim Ronald Poppo was seriously injured. Four 911 calls were placed by passersby, some of whom had obscured views of the scene because of a difference in elevation between the roadway and sidewalk where the incident occurred.",Assault / violence,"Florida, Miami, Fla.",6/12,Distressed,0.82,High
INC_220,audio,C220,"– In June 2012 a Miami (Fla.) man attacked another man on the street, stripping the man naked and eating the flesh off his face. Rudy Eugene was shot and killed by an arriving police officer, and victim Ronald Poppo was seriously injured. Four 911 calls were placed by passersby, some of whom had obscured views of the scene because of a difference in elevation between the roadway and sidewalk where the incident occurred.",Assault / violence,"Florida, Miami, Fla.",6/12,Distressed,0.82,High
INC_221,audio,C221,"– In June 2012 a man in East Hartford (Conn.) dialed 911 to report that a deli has created his sandwich incorrectly. After some questioning, dispatcher sent a police officer.",Unknown incident,"Connecticut, East Hartford, Conn.",6/12,Distressed,0.4,Low
INC_222,audio,C222,– In June 2012 a Yorkville (Wisc.) family was swimming at a backyard pool when a 3 year-old sank to the bottom of the pool. Someone dialed 911 and Racine County dispatcher Emily Johnson talked the caller through CRP while EMS units responded. The child recovered without injury.,Unknown incident,"Wisconsin, Racine County",6/12,Distressed,0.36,Medium
INC_223,audio,C223,"– In June 2012 an 11 year-old was home alone in Hollywood (Fla.) when three teens broke a window and burglarized the house. The child hid beneath a bunk bed with his dog and talked to a dispatcher for 8 minutes until officers arrived, rescued him and arrested the suspects.",Unknown incident,"Florida, Hollywood, Fla.",6/12,Distressed,0.5,Medium
INC_224,audio,C224,"– In June 2012 a Greenville (NC) woman dialed 911 to report two men had broken into her home. She stayed on the line as officers responded, and arriving officers arrested two men.",Unknown incident,"North Carolina, Greenville, NC",6/12,Distressed,0.48,Medium
INC_225,audio,C225,"– In June 2012 two men were stealing copper and aluminum wire from a Lufkin (Tex.) construction site when one of them accidentally dialed 911. Dispatchers determined the pair’s location and sent officers, who arrested the men as they drove away.",Road accident,Texas,6/12,Distressed,0.4,Medium
INC_226,audio,C226,"– In June 2012 a man in Sanger (Calif.) dialed 911 and asked for officers to be dispatched, apparently in an attempt at suicide-by-cop. The man hung up and was later confronted by officers, who did fatally shoot him.",Shooting,"California, Sanger, Calif.",6/12,Distressed,0.7,High
INC_227,audio,C227,"– In Dec. 2010 a Naples (Fla.) 14 year-old shot and killed his parents at their home, and then dialed 911. He did not provided a motive or explanation during the call. In July 2012 he pled no contest and was sentenced as an adult to 20 years in prison.",Murder / homicide,"Florida, Naples, Fla.",12/10,Distressed,0.82,High
INC_228,audio,C228,– In July 2012 an intoxicated man tried to break into the Flat Rock (NC) home that he’d voluntarily during a sheriff’s visit several hours earlier. The female caller described the situation and eventually stabbed the man when he broke in. (5 minutes of a 16-minute call),Assault / violence,"North Carolina, the Flat Rock",7/12,Distressed,0.5,Medium
INC_229,audio,C229,"– In July 2012 Broomfield (Colo.) police officers shot and killed a 21 year-old man who was distraught and was carrying an Airsoft replica pistol. The man’s younger brother had dialed 911 minutes earlier and explained the situation, including that Kyle Miller was carrying the replica.",Shooting,"Colorado, Broomfield, Colo., Airsoft",7/12,Distressed,0.61,Medium
INC_230,audio,C230,– In July 2012 a man in Alliance (Ohio) dialed 911 and confessed that he had strangled his girlfriend. Arriving police arrested Randy Ring without incident.,Murder / homicide,"Alliance, Ohio",7/12,Distressed,0.59,Medium
INC_231,audio,C231,"– In July 2012 a 17 year-old boy in Moore Haven (Fla.) was attacked by an alligator while swimming in a river, and his arm was bitten off. A nearby teen dialed 911 to report the incident.",Assault / violence,"Florida, Moore Haven, Fla.",7/12,Distressed,0.5,Medium
INC_232,audio,C232,"– In July 2012 a construction worker stopped along an isolated road in Dare County (Ohio), and spotted a suspicious plastic bag. He investigated and saw a body inside, then dialed 911. Deputies recovered the body of Lynn Jackenheimer, 33, who they say was killed by her estranged boyfriend during a vacation from Ohio.",Murder / homicide,"Dare County, Ohio",7/12,Distressed,0.38,Low
INC_233,audio,C233,"– In August 2012 a woman in Palatine (Ill.) fell into an uncovered manhole, then dialed 911 for help. It took emergency crews about 10 minutes to locate her, and she was bruised but unharmed.",Unknown incident,"Illinois, Ill.",8/12,Distressed,0.61,Medium
INC_234,audio,C234,"– In August 2012 a man came into Akron (Ohio) Medical Center, approached his wife in a hospital bed, and fatally shot her. Several people dialed 911, including a hospital staffer. John Wise was arrested without incident and is charged with murder.",Shooting,"Akron, Ohio",8/12,Distressed,0.93,High
INC_235,audio,C235,"– On August 5, 2012 a man entered an Oak Creek (Wisc.) Sikh temple and shot nine people, six fatally. A OPD officer was shot 10 times but survived, and the gunman was killed by another officer during a gunfight. Several people dialed 911 and reached the Milwaukee County sheriff’s comm center. Also listen to the 911",Murder / homicide,"Wisconsin, an Oak Creek (Wisc, Milwaukee County",8/12,Distressed,0.92,High
INC_236,audio,C236,"– On August 5, 2012 a man entered an Oak Creek (Wisc.) Sikh temple and shot nine people, six fatally. A OPD officer was shot 10 times but survived, and the gunman was killed by another officer during a gunfight. Several people dialed 911 and reached the Milwaukee County sheriff’s comm center. Also listen to the 911",Murder / homicide,"Wisconsin, an Oak Creek (Wisc, Milwaukee County",8/12,Distressed,0.92,High
INC_237,audio,C237,"– In August 2012 a Camden (NJ) woman fatally stabbed her 2 year-old child, and then dialed 911 to admit the crime. Before police could enter the house, the woman fatally stabbed herself.",Murder / homicide,"New Jersey, Camden",8/12,Distressed,0.7,High
INC_238,audio,C238,"– In August 2012 a Corbin (Ken.) man shot and killed his daughter’s boyfriend, whom he claimed had been beating his daughter over the past months. William Cox dialed 911 to confess to the crime, and officers arrested him without incident.",Murder / homicide,Kentucky,8/12,Distressed,0.81,High
INC_239,audio,C239,– In August 2012 a Clark County (Wash.) couple were asleep at home when a man entered an unlocked rear door. The couple locked themselves in their bedroom as the man tried to break into the room. The male resident armed himself with a .22-cal. handgun and fatally shot the intruder during a 911 to dispatcher at the Clark Regional Emergency Services Agency.,Shooting,"Washington, Clark County, Wash.",8/12,Distressed,1.0,High
INC_240,audio,C240,"– In August 2012 an ex-soldier working at an Old Bridge (NJ) supermarket for two weeks armed himself with an AK-47 and fatally shot two employees, and the killed himself with a handgun. Several employees dialed 911 for help.",Shooting,"New Jersey, an Old Bridge",8/12,Distressed,1.0,High
INC_241,audio,C241,"– In Sept. 2012 Washington County (Ore.) 911 dispatcher Rita McQuiston fielded a call from a woman whose husband had suffered a heart attack. McQuiston provided CPR instructions while EMS units were enroute. The husband survived, and later the couple",Assault / violence,"Oregon, Washington County, Ore.",9/12,Distressed,0.49,Medium
INC_242,audio,C242,– In Sept. 2012 an off-duty Miami-Date (Fla.) officer working a security detail was robbed by three men and then shot. Off. Herman Joseph managed to dial 911 for help despite his wound.,Shooting,"Florida, Fla.",9/12,Distressed,0.73,High
INC_243,audio,C243,– In Oct. 2012 a 15 year-old boy in Parker County (Tex.) dialed 911 to confess that he had fatally shot his sister and mother with a .22-cal. revolver. An unnamed sheriff’s dispatcher fielded the call and stayed on the line for 25 minutes as deputies drove to the house in a gated community. Jake Evans safely surrendered and was charged with murder.,Murder / homicide,"Texas, Parker County, Tex.",10/12,Distressed,0.85,High
INC_244,audio,C244,"– In Nov. 2012 a Cleveland (Ohio) woman dialed 911 to report her 3 year-old son was missing from a city park. Camilia Terry her son Emilliano was last seen on the swing set. However, Terry’s statements were inconsistent, and evidence pointed to her home’s weekly trash pick-up. Police searched the truck’s contents a day later and located the body of her son inside plastic bags. He died of a skull fracture.",Kidnapping / missing,"Cleveland, Ohio",11/12,Distressed,0.6,Medium
INC_245,audio,C245,"– In Jan. 2013 a small plane crashed into the Hudson River north of New York City. The 911 call was fielded by Westchester County ECC dispatcher Melissa Seymour, who told the two occupants to leave the plane. Both people were rescued by police officers in boats.",Road accident,"New York, Hudson River, New York City, Westchester County",1/13,Distressed,0.5,Medium
INC_246,audio,C246,"– In March 2013 a nurse from an independent living facility in Bakersfield (Calif.) dialed 911 when an elderly woman collapsed. The facilities business policy is not to render any medical aid to victims, but only to dial 911. In this case a Bakersfield fire dispatcher pleaded with the caller to have someone start CPR, even a bystander. However, no one did, and the resident died later in a hospital.",Building fire / trapped persons,"California, Bakersfield, Calif.",3/13,Distressed,0.82,High
INC_247,audio,C247,"– In April 2013 a 69 year-old man shot and killed his son and daughter, then dialed 911. City of Puyallup dispatcher Pamela Mandery answered the call and talked to the man for 10 minutes until officers, convincing him to surrender. Mandery later",Shooting,"Washington, Puyallup",4/13,Distressed,0.77,High
INC_248,audio,C248,"– In Jan. 2013 a 3 year-old autistic boy stopped breathing in Ector County (Odessa, Tex.), and the mother dialed 911. A county dispatcher gave her CPR instructions over the next 22 minutes while EMS units responded. The coroner ruled the death of Maxim Shatto as accidental.",Road accident,"Texas, Ector County, Odessa, Tex.",1/13,Distressed,0.7,High
INC_249,audio,C249,"– In April 2013 three men were off-roading in rural W. Virginia when their vehicle became stuck in mud. The tailpipe became clogged, the vehicle filled with carbon monoxide and the three men were overcome and died. They were later discovered by a group searching for them, and a searcher dialed Kanawha County 911. One of the men was Shain Gandee, a reality TV cast member.",Road accident,"West Virginia, W. Virginia, Kanawha County 911",4/13,Distressed,0.4,Low
INC_250,audio,C250,"– In March 2013 a Salem (Utah) man dialed 911 and spoke to a Salem dispatcher, confessing that he had fatally shot his wife. Police arrived and after some negotiations, the man surrendered.",Murder / homicide,"Salem, Utah",3/13,Distressed,0.81,High
INC_251,audio,C251,"– In April 2013 a couple pulled to the side of a rural road in Macomb County (Mich.) and delivered their premature baby. However, the baby was not breathing, so the new father flagged down a passing motorist, a 21 year-old criminal justice student at a community college. Ryan Cornelissen dialed 911 and reached dispatcher Steven Kuluk, who gave him CPR instructions. The baby revived, but was hospitalized because of her premature status.",Medical emergency,"Michigan, Macomb County, Mich.",4/13,Distressed,0.5,Medium
INC_252,audio,C252,– In April 2013 a woman in Newaygo County (Mich.) dialed 911 to say her husband had a gun. Deputies arrived to find the woman and her 37 year-old son dead. They also found Charles Hoover dead of a self-inflicted gunshot wound. (partial tape),Murder / homicide,"Michigan, Newaygo County, Mich.",4/13,Distressed,1.0,High
INC_253,audio,C253,– In April 2013 the owner of a towing company slept in his business one night after a previous burglary. He was awakened by the front door being kicked in and saw a person entering. He fired several shots from a .22-cal. handgun at the burglar and then dialed 911.,Shooting,Oklahoma,4/13,Distressed,0.76,High
INC_254,audio,C254,"– In Feb. 2012 two motorists were involved in a dispute and a window was broken. One man drove from Denver, across the city line and three blocks into Lakewood, then dialed 911. The calltaker said he must return to to Denver to make a report. The man did so, and when he arrived back near the original scene in Denver, the other motorist drove by firing a handgun. One man in the other car was killed. The incident was captured on the 911 call logging tape. The victim’s family has filed a",Murder / homicide,"Colorado, Denver, Lakewood",2/12,Distressed,0.82,High
INC_255,audio,C255,"– On April 17, 2013 a fire at a fertilizer factory in West (Tex.) caused a massive explosion, killing 15 people and injuring over 200. Scores of 911 calls were made to the McLennan County 911 center.",Building fire / trapped persons,"Texas, West, McLennan County 911",4/13,Distressed,0.82,High
INC_256,audio,C256,"– On April 17, 2013 a fire at a fertilizer factory in West (Tex.) caused a massive explosion, killing 15 people and injuring over 200. Scores of 911 calls were made to the McLennan County 911 center.",Building fire / trapped persons,"Texas, West, McLennan County 911",4/13,Distressed,0.82,High
INC_257,audio,C257,"– On April 17, 2013 a fire at a fertilizer factory in West (Tex.) caused a massive explosion, killing 15 people and injuring over 200. Scores of 911 calls were made to the McLennan County 911 center.",Building fire / trapped persons,"Texas, West, McLennan County 911",4/13,Distressed,0.82,High
INC_258,audio,C258,"– On April 17, 2013 a fire at a fertilizer factory in West (Tex.) caused a massive explosion, killing 15 people and injuring over 200. Scores of 911 calls were made to the McLennan County 911 center.",Building fire / trapped persons,"Texas, West, McLennan County 911",4/13,Distressed,0.82,High
INC_259,audio,C259,"– On April 17, 2013 a fire at a fertilizer factory in West (Tex.) caused a massive explosion, killing 15 people and injuring over 200. Scores of 911 calls were made to the McLennan County 911 center.",Building fire / trapped persons,"Texas, West, McLennan County 911",4/13,Distressed,0.82,High
INC_260,audio,C260,"– On April 17, 2013 a fire at a fertilizer factory in West (Tex.) caused a massive explosion, killing 15 people and injuring over 200. Scores of 911 calls were made to the McLennan County 911 center.",Building fire / trapped persons,"Texas, West, McLennan County 911",4/13,Distressed,0.82,High
INC_261,audio,C261,"– On April 12, 2013 a man began shooting a shotgun at the New River Valley Mall (Virg.), killing two women. Several people dialed 911 for help. The gunman was confronted by officers and arrested.",Shooting,"Virginia, New River Valley Mall",4/13,Distressed,1.0,High
INC_262,audio,C262,"– In Jan. 2013 an off-duty Las Vegas Metro Police lieutenant shot and killed his wife and 5 year-old son, then set fire to the house. Hans Walters then dialed 911 to admit the murders, and to say he was shooting himself. Police arrived to find the house in flames, and investigators later found the three bodies in the fire debris.",Murder / homicide,"California, Las Vegas Metro",1/13,Distressed,1.0,High
INC_263,audio,C263,– In April 2013 a student at La Salle High School (Cincinnati) attempted to shoot himself during a morning class. Students in the classroom fled and several dialed 911 to report the incident. The student survived.,Shooting,"Ohio, La Salle High School, Cincinnati",4/13,Distressed,0.5,Medium
INC_264,audio,C264,"– In May 2013 three women who had been kidnapped 10 years earlier managed to escape from a west side Cleveland (Ohio) home. One woman, Amanda Berry, dialed 911 for help and had a 3-minute conversation with calltaker Jack Purdy. The women were teenagers when they were kidnapped off city streets during the period of 2002 to 2004. They broke out of the house and ran to neighbors for help. Arriving officers rescued the women, and later arrested homeowner Ariel Castro. Purdy was later",Kidnapping / missing,"Cleveland, Ohio",5/13,Distressed,0.6,Medium
INC_265,audio,C265,"– In Dec. 2012 a man with an AR-15 rifle walked through the Clackamas Town Center (Ore.) shooting at people. Jacob Roberts killed two people and then himself. County dispatchers fielded 94 calls in 10 minutes, and scores more after Roberts was dead.",Shooting,"Oregon, Ore.",12/12,Distressed,0.82,High
INC_266,audio,C266,"– In Dec. 2012 a man with an AR-15 rifle walked through the Clackamas Town Center (Ore.) shooting at people. Jacob Roberts killed two people and then himself. County dispatchers fielded 94 calls in 10 minutes, and scores more after Roberts was dead.",Shooting,"Oregon, Ore.",12/12,Distressed,0.82,High
INC_267,audio,C267,"– In Dec. 2012 a man with an AR-15 rifle walked through the Clackamas Town Center (Ore.) shooting at people. Jacob Roberts killed two people and then himself. County dispatchers fielded 94 calls in 10 minutes, and scores more after Roberts was dead.",Shooting,"Oregon, Ore.",12/12,Distressed,0.82,High
INC_268,audio,C268,"– In Dec. 2012 a man with an AR-15 rifle walked through the Clackamas Town Center (Ore.) shooting at people. Jacob Roberts killed two people and then himself. County dispatchers fielded 94 calls in 10 minutes, and scores more after Roberts was dead.",Shooting,"Oregon, Ore.",12/12,Distressed,0.82,High
INC_269,audio,C269,"– In May 2013 a Wilmington (NC) man fatally stabbed his father, as the suspect’s sister was on the telephone with a New Hanover County dispatcher, who was later",Assault / violence,"North Carolina, NC, New Hanover County",5/13,Distressed,0.7,High
INC_270,audio,C270,"– In April 2013 a woman dialed 911 from American Fork (Utah) and reported that her 5 month-old grandson had been shot by the infant’s father. Police arrested Joshua Petersen for the shooting, and said no motive was obvious.",Shooting,Utah,4/13,Distressed,0.82,High
INC_271,audio,C271,"– In April 2013 a man in Stafford County (Virg.) dialed to report he had shot his wife after she cut him with a knife. However, the call was made on a VoIP line, and was routed to the Doña Ana County (NM) Sheriff’s comm center. Police and EMS units were dispatched to an identical address in Las Cruces, but units quickly discovered it was the wrong city. The man then dialed 911 from a cellular phone and reached the Stafford County dispatcher, who sent law enforcement and EMS units. The VoIP connection was still live during that cellular call.",Assault / violence,"Virginia, Stafford County, the Doña Ana County",4/13,Distressed,0.94,High
INC_272,audio,C272,"– In May 2013 a man and woman broke into the garage of a Richland County (Wisc.) home while the occupant was inside, and began stealing items. The occupant confronted the man, and then dialed 911. However, the caller was not entirely clear that a burglary was occurring",Unknown incident,"Wisconsin, a Richland County (Wisc",5/13,Distressed,0.5,Medium
